arm,fam,src,n,order,rep,round,investor,trustee,sent,sent_comm,received,received_comm,returned,returned_comm,ret_ratio,ret_ratio_seen,loss_seen,investor_payoff_comm
Sol high,gpt,frontier,2,game_myth,0,10,Agent_2,Agent_1,2.75,2.28,8.25,6.84,2.06,1.86,0.2496969696969697,0.22545454545454546,True,4.11
Sol high,gpt,frontier,2,game_myth,1,1,Agent_1,Agent_2,3.0,2.77,9.0,8.31,3.04,2.4,0.3377777777777778,0.26666666666666666,True,4.4
Sol high,gpt,frontier,2,game_myth,1,2,Agent_2,Agent_1,3.0,2.49,9.0,7.470000000000001,3.74,3.14,0.41555555555555557,0.3488888888888889,False,5.140000000000001
Sol high,gpt,frontier,2,game_myth,1,3,Agent_1,Agent_2,3.0,2.49,9.0,7.470000000000001,2.48,2.18,0.27555555555555555,0.24222222222222223,True,4.18
Sol high,gpt,frontier,2,game_myth,1,4,Agent_2,Agent_1,3.5,2.54,10.5,7.62,2.58,2.42,0.24571428571428572,0.23047619047619047,True,3.92
Sol high,gpt,frontier,2,game_myth,1,5,Agent_1,Agent_2,3.0,2.71,9.0,8.129999999999999,2.92,2.71,0.3244444444444444,0.3011111111111111,True,4.71
Sol high,gpt,frontier,2,game_myth,1,6,Agent_2,Agent_1,3.5,2.76,10.5,8.28,3.02,2.25,0.2876190476190476,0.21428571428571427,True,3.75
Sol high,gpt,frontier,2,game_myth,1,7,Agent_1,Agent_2,3.5,2.6,10.5,7.800000000000001,2.7,1.79,0.2571428571428572,0.17047619047619048,True,3.29
Sol high,gpt,frontier,2,game_myth,1,8,Agent_2,Agent_1,4.0,3.68,12.0,11.040000000000001,4.86,4.17,0.405,0.3475,False,5.17
Sol high,gpt,frontier,2,game_myth,1,9,Agent_1,Agent_2,4.25,3.84,12.75,11.52,5.18,4.52,0.40627450980392155,0.3545098039215686,False,5.27
Sol high,gpt,frontier,2,game_myth,1,10,Agent_2,Agent_1,4.5,3.56,13.5,10.68,4.62,4.56,0.3422222222222222,0.33777777777777773,False,5.06
Sol high,gpt,frontier,2,game_myth,2,1,Agent_1,Agent_2,2.5,2.38,7.5,7.14,2.38,1.61,0.3173333333333333,0.21466666666666667,True,4.11
Sol high,gpt,frontier,2,game_myth,2,2,Agent_2,Agent_1,3.0,2.68,9.0,8.040000000000001,2.86,2.86,0.31777777777777777,0.31777777777777777,True,4.859999999999999
Sol high,gpt,frontier,2,game_myth,2,3,Agent_1,Agent_2,3.5,2.65,10.5,7.949999999999999,2.8,2.68,0.26666666666666666,0.25523809523809526,True,4.18
Sol high,gpt,frontier,2,game_myth,2,4,Agent_2,Agent_1,3.5,2.54,10.5,7.62,2.58,2.54,0.24571428571428572,0.2419047619047619,True,4.04
Sol high,gpt,frontier,2,game_myth,2,5,Agent_1,Agent_2,3.75,2.87,11.25,8.61,3.24,3.14,0.28800000000000003,0.27911111111111114,True,4.390000000000001
Sol high,gpt,frontier,2,game_myth,2,6,Agent_2,Agent_1,4.0,3.17,12.0,9.51,3.5,2.69,0.2916666666666667,0.22416666666666665,True,3.69
Sol high,gpt,frontier,2,game_myth,2,7,Agent_1,Agent_2,4.25,3.74,12.75,11.22,4.98,4.01,0.3905882352941177,0.31450980392156863,True,4.76
Sol high,gpt,frontier,2,game_myth,2,8,Agent_2,Agent_1,4.5,3.99,13.5,11.97,4.5,3.81,0.3333333333333333,0.2822222222222222,True,4.3100000000000005
Sol high,gpt,frontier,2,game_myth,2,9,Agent_1,Agent_2,4.25,3.62,12.75,10.86,4.74,4.56,0.37176470588235294,0.3576470588235294,False,5.31
Sol high,gpt,frontier,2,game_myth,2,10,Agent_2,Agent_1,4.0,3.42,12.0,10.26,4.34,3.82,0.36166666666666664,0.3183333333333333,True,4.82
Sol high,gpt,frontier,2,game_myth,3,1,Agent_1,Agent_2,2.5,1.51,7.5,4.53,1.51,1.38,0.20133333333333334,0.184,True,3.88
Sol high,gpt,frontier,2,game_myth,3,2,Agent_2,Agent_1,2.5,2.18,7.5,6.540000000000001,1.86,1.68,0.24800000000000003,0.224,True,4.18
Sol high,gpt,frontier,2,game_myth,3,3,Agent_1,Agent_2,3.0,2.53,9.0,7.59,2.56,1.78,0.28444444444444444,0.19777777777777777,True,3.7800000000000002
Sol high,gpt,frontier,2,game_myth,3,4,Agent_2,Agent_1,2.5,1.68,7.5,5.04,0.86,0.76,0.11466666666666667,0.10133333333333333,True,3.26
Sol high,gpt,frontier,2,game_myth,3,5,Agent_1,Agent_2,2.5,1.88,7.5,5.64,1.26,0.3,0.168,0.04,True,2.8
Sol high,gpt,frontier,2,game_myth,3,6,Agent_2,Agent_1,2.5,2.43,7.5,7.290000000000001,2.8,2.18,0.3733333333333333,0.2906666666666667,True,4.68
Sol high,gpt,frontier,2,game_myth,3,7,Agent_1,Agent_2,0.5,0.03,1.5,0.09,0.0,0.0,0.0,0.0,True,4.5
Sol high,gpt,frontier,2,game_myth,3,8,Agent_2,Agent_1,0.5,0.17,1.5,0.51,0.34,0.0,0.22666666666666668,0.0,True,4.5
Sol high,gpt,frontier,2,game_myth,3,9,Agent_1,Agent_2,2.5,2.17,7.5,6.51,2.5,2.49,0.3333333333333333,0.332,True,4.99
Sol high,gpt,frontier,2,game_myth,3,10,Agent_2,Agent_1,2.0,1.64,6.0,4.92,3.28,2.78,0.5466666666666666,0.4633333333333333,False,5.779999999999999
Sol high,gpt,frontier,2,game_myth,4,1,Agent_1,Agent_2,2.5,1.92,7.5,5.76,1.92,1.1,0.256,0.14666666666666667,True,3.6
Sol high,gpt,frontier,2,game_myth,4,2,Agent_2,Agent_1,3.0,2.54,9.0,7.62,2.58,2.42,0.2866666666666667,0.2688888888888889,True,4.42
Sol high,gpt,frontier,2,game_myth,4,3,Agent_1,Agent_2,3.5,2.64,10.5,7.92,2.78,1.87,0.26476190476190475,0.1780952380952381,True,3.37
Sol high,gpt,frontier,2,game_myth,4,4,Agent_2,Agent_1,3.5,3.26,10.5,9.78,4.02,3.78,0.38285714285714284,0.36,False,5.279999999999999
Sol high,gpt,frontier,2,game_myth,4,5,Agent_1,Agent_2,4.0,3.45,12.0,10.350000000000001,4.4,4.36,0.3666666666666667,0.36333333333333334,False,5.36
Sol high,gpt,frontier,2,game_myth,4,6,Agent_2,Agent_1,4.2,4.19,12.600000000000001,12.57,5.88,5.02,0.4666666666666666,0.39841269841269833,False,5.819999999999999
Sol high,gpt,frontier,2,game_myth,4,7,Agent_1,Agent_2,4.5,4.09,13.5,12.27,5.3,5.29,0.3925925925925926,0.39185185185185184,False,5.79
Sol high,gpt,frontier,2,game_myth,4,8,Agent_2,Agent_1,4.5,4.2,13.5,12.600000000000001,5.9,5.57,0.43703703703703706,0.4125925925925926,False,6.07
Sol high,gpt,frontier,2,game_myth,4,9,Agent_1,Agent_2,4.8,3.98,14.399999999999999,11.94,5.5,4.88,0.3819444444444445,0.3388888888888889,False,5.08
Sol high,gpt,frontier,2,game_myth,4,10,Agent_2,Agent_1,4.75,4.06,14.25,12.18,5.7,5.39,0.4,0.3782456140350877,False,5.64
Opus 5,claude,frontier,2,game,0,1,Agent_1,Agent_2,4.0,3.62,12.0,10.86,4.74,3.83,0.395,0.31916666666666665,True,4.83
Opus 5,claude,frontier,2,game,0,2,Agent_2,Agent_1,3.5,2.57,10.5,7.709999999999999,4.0,3.81,0.38095238095238093,0.3628571428571429,False,5.3100000000000005
Opus 5,claude,frontier,2,game,0,3,Agent_1,Agent_2,4.0,3.47,12.0,10.41,4.6,4.09,0.3833333333333333,0.3408333333333333,False,5.09
Opus 5,claude,frontier,2,game,0,4,Agent_2,Agent_1,3.5,3.31,10.5,9.93,5.5,5.13,0.5238095238095238,0.48857142857142855,False,6.63
Opus 5,claude,frontier,2,game,0,5,Agent_1,Agent_2,5.0,4.61,15.0,13.830000000000002,7.0,6.7,0.4666666666666667,0.44666666666666666,False,6.7
Opus 5,claude,frontier,2,game,0,6,Agent_2,Agent_1,4.0,3.88,12.0,11.64,6.4,6.28,0.5333333333333333,0.5233333333333333,False,7.28
Opus 5,claude,frontier,2,game,0,7,Agent_1,Agent_2,5.0,4.52,15.0,13.559999999999999,7.0,6.45,0.4666666666666667,0.43,False,6.45
Opus 5,claude,frontier,2,game,0,8,Agent_2,Agent_1,5.0,4.26,15.0,12.78,7.0,6.9,0.4666666666666667,0.46,False,6.9
Opus 5,claude,frontier,2,game,0,9,Agent_1,Agent_2,5.0,4.78,15.0,14.34,7.5,7.47,0.5,0.498,False,7.47
Opus 5,claude,frontier,2,game,0,10,Agent_2,Agent_1,5.0,4.53,15.0,13.59,7.5,7.3,0.5,0.48666666666666664,False,7.3
Opus 5,claude,frontier,2,game,1,1,Agent_1,Agent_2,4.0,3.77,12.0,11.31,5.65,5.01,0.4708333333333334,0.4175,False,6.01
Opus 5,claude,frontier,2,game,1,2,Agent_2,Agent_1,4.0,3.49,12.0,10.47,5.25,4.65,0.4375,0.3875,False,5.65
Opus 5,claude,frontier,2,game,1,3,Agent_1,Agent_2,4.0,3.49,12.0,10.47,5.24,4.94,0.4366666666666667,0.4116666666666667,False,5.94
Opus 5,claude,frontier,2,game,1,4,Agent_2,Agent_1,4.0,3.04,12.0,9.120000000000001,4.56,4.4,0.37999999999999995,0.3666666666666667,False,5.4
Opus 5,claude,frontier,2,game,1,5,Agent_1,Agent_2,4.5,4.21,13.5,12.629999999999999,6.32,6.11,0.46814814814814815,0.4525925925925926,False,6.61
Opus 5,claude,frontier,2,game,1,6,Agent_2,Agent_1,5.0,4.26,15.0,12.78,6.6,5.83,0.44,0.38866666666666666,False,5.83
Opus 5,claude,frontier,2,game,1,7,Agent_1,Agent_2,5.0,4.1,15.0,12.299999999999999,6.15,5.24,0.41000000000000003,0.34933333333333333,False,5.24
Opus 5,claude,frontier,2,game,1,8,Agent_2,Agent_1,5.0,4.68,15.0,14.04,7.3,6.61,0.48666666666666664,0.4406666666666667,False,6.61
Opus 5,claude,frontier,2,game,1,9,Agent_1,Agent_2,5.0,4.59,15.0,13.77,6.89,6.23,0.4593333333333333,0.4153333333333334,False,6.23
Opus 5,claude,frontier,2,game,1,10,Agent_2,Agent_1,5.0,4.06,15.0,12.18,6.4,6.34,0.4266666666666667,0.42266666666666663,False,6.34
Opus 5,claude,frontier,2,game,2,1,Agent_1,Agent_2,4.0,3.88,12.0,11.64,5.26,4.49,0.4383333333333333,0.3741666666666667,False,5.49
Opus 5,claude,frontier,2,game,2,2,Agent_2,Agent_1,3.5,3.18,10.5,9.540000000000001,4.77,4.77,0.45428571428571424,0.45428571428571424,False,6.27
Opus 5,claude,frontier,2,game,2,3,Agent_1,Agent_2,4.0,3.15,12.0,9.45,4.5,4.38,0.375,0.365,False,5.38
Opus 5,claude,frontier,2,game,2,4,Agent_2,Agent_1,3.5,2.54,10.5,7.62,3.81,3.77,0.3628571428571429,0.35904761904761906,False,5.27
Opus 5,claude,frontier,2,game,2,5,Agent_1,Agent_2,5.0,4.12,15.0,12.36,6.2,6.1,0.41333333333333333,0.4066666666666666,False,6.1
Opus 5,claude,frontier,2,game,2,6,Agent_2,Agent_1,4.0,3.17,12.0,9.51,4.76,3.95,0.39666666666666667,0.32916666666666666,True,4.95
Opus 5,claude,frontier,2,game,2,7,Agent_1,Agent_2,5.0,4.49,15.0,13.47,6.75,5.78,0.45,0.38533333333333336,False,5.78
Opus 5,claude,frontier,2,game,2,8,Agent_2,Agent_1,4.5,3.99,13.5,11.97,5.99,5.3,0.4437037037037037,0.3925925925925926,False,5.8
Opus 5,claude,frontier,2,game,2,9,Agent_1,Agent_2,5.0,4.37,15.0,13.11,6.55,6.37,0.43666666666666665,0.4246666666666667,False,6.37
Opus 5,claude,frontier,2,game,2,10,Agent_2,Agent_1,4.5,3.92,13.5,11.76,5.88,5.36,0.43555555555555553,0.3970370370370371,False,5.86
Opus 5,claude,frontier,2,game,3,1,Agent_1,Agent_2,4.0,3.01,12.0,9.03,4.5,4.37,0.375,0.3641666666666667,False,5.37
Opus 5,claude,frontier,2,game,3,2,Agent_2,Agent_1,3.0,2.68,9.0,8.040000000000001,4.0,3.82,0.4444444444444444,0.4244444444444444,False,5.82
Opus 5,claude,frontier,2,game,3,3,Agent_1,Agent_2,4.0,3.53,12.0,10.59,5.3,4.52,0.44166666666666665,0.37666666666666665,False,5.52
Opus 5,claude,frontier,2,game,3,4,Agent_2,Agent_1,3.0,2.18,9.0,6.540000000000001,3.27,3.17,0.36333333333333334,0.3522222222222222,False,5.17
Opus 5,claude,frontier,2,game,3,5,Agent_1,Agent_2,4.0,3.38,12.0,10.14,5.07,4.11,0.42250000000000004,0.3425,False,5.11
Opus 5,claude,frontier,2,game,3,6,Agent_2,Agent_1,3.5,3.43,10.5,10.290000000000001,5.15,4.53,0.4904761904761905,0.43142857142857144,False,6.03
Opus 5,claude,frontier,2,game,3,7,Agent_1,Agent_2,4.5,4.03,13.5,12.09,6.5,6.01,0.48148148148148145,0.4451851851851852,False,6.51
Opus 5,claude,frontier,2,game,3,8,Agent_2,Agent_1,4.0,3.67,12.0,11.01,5.5,4.56,0.4583333333333333,0.37999999999999995,False,5.56
Opus 5,claude,frontier,2,game,3,9,Agent_1,Agent_2,4.5,4.17,13.5,12.51,6.75,6.74,0.5,0.4992592592592593,False,7.24
Opus 5,claude,frontier,2,game,3,10,Agent_2,Agent_1,4.0,3.64,12.0,10.92,5.46,4.96,0.455,0.41333333333333333,False,5.96
Opus 5,claude,frontier,2,game,4,1,Agent_1,Agent_2,4.0,3.42,12.0,10.26,4.34,3.52,0.36166666666666664,0.29333333333333333,True,4.52
Opus 5,claude,frontier,2,game,4,2,Agent_2,Agent_1,3.5,3.04,10.5,9.120000000000001,4.56,4.4,0.4342857142857143,0.41904761904761906,False,5.9
Opus 5,claude,frontier,2,game,4,3,Agent_1,Agent_2,4.0,3.14,12.0,9.42,4.1,3.19,0.3416666666666666,0.2658333333333333,True,4.1899999999999995
Opus 5,claude,frontier,2,game,4,4,Agent_2,Agent_1,3.5,3.26,10.5,9.78,4.89,4.65,0.4657142857142857,0.4428571428571429,False,6.15
Opus 5,claude,frontier,2,game,4,5,Agent_1,Agent_2,4.0,3.45,12.0,10.350000000000001,5.2,5.16,0.43333333333333335,0.43,False,6.16
Opus 5,claude,frontier,2,game,4,6,Agent_2,Agent_1,4.0,3.99,12.0,11.97,5.99,5.13,0.4991666666666667,0.4275,False,6.13
Opus 5,claude,frontier,2,game,4,7,Agent_1,Agent_2,5.0,4.59,15.0,13.77,6.9,6.89,0.46,0.4593333333333333,False,6.89
Opus 5,claude,frontier,2,game,4,8,Agent_2,Agent_1,5.0,4.7,15.0,14.100000000000001,7.05,6.72,0.47,0.448,False,6.72
Opus 5,claude,frontier,2,game,4,9,Agent_1,Agent_2,5.0,4.18,15.0,12.54,6.27,5.65,0.418,0.3766666666666667,False,5.65
Opus 5,claude,frontier,2,game,4,10,Agent_2,Agent_1,5.0,4.31,15.0,12.93,6.47,6.16,0.4313333333333333,0.4106666666666667,False,6.16
Sol high,gpt,frontier,2,game,0,1,Agent_1,Agent_2,5.0,4.62,15.0,13.86,9.05,8.14,0.6033333333333334,0.5426666666666667,False,8.14
Sol high,gpt,frontier,2,game,0,2,Agent_2,Agent_1,5.0,4.07,15.0,12.21,5.64,5.45,0.376,0.36333333333333334,False,5.45
Sol high,gpt,frontier,2,game,0,3,Agent_1,Agent_2,5.0,4.47,15.0,13.41,8.94,8.43,0.596,0.5619999999999999,False,8.43
Sol high,gpt,frontier,2,game,0,4,Agent_2,Agent_1,5.0,4.81,15.0,14.43,7.12,6.75,0.4746666666666667,0.45,False,6.75
Sol high,gpt,frontier,2,game,0,5,Agent_1,Agent_2,5.0,4.61,15.0,13.830000000000002,9.22,8.92,0.6146666666666667,0.5946666666666667,False,8.92
Sol high,gpt,frontier,2,game,0,6,Agent_2,Agent_1,5.0,4.88,15.0,14.64,7.26,7.14,0.484,0.476,False,7.14
Sol high,gpt,frontier,2,game,0,7,Agent_1,Agent_2,5.0,4.52,15.0,13.559999999999999,9.04,8.49,0.6026666666666666,0.5660000000000001,False,8.49
Sol high,gpt,frontier,2,game,0,8,Agent_2,Agent_1,5.0,4.26,15.0,12.78,6.02,5.92,0.4013333333333333,0.39466666666666667,False,5.92
Sol high,gpt,frontier,2,game,0,9,Agent_1,Agent_2,5.0,4.78,15.0,14.34,9.56,9.53,0.6373333333333334,0.6353333333333333,False,9.53
Sol high,gpt,frontier,2,game,0,10,Agent_2,Agent_1,5.0,4.53,15.0,13.59,6.56,6.36,0.4373333333333333,0.42400000000000004,False,6.36
Sol high,gpt,frontier,2,game,1,1,Agent_1,Agent_2,2.5,2.27,7.5,6.8100000000000005,2.27,1.63,0.3026666666666667,0.21733333333333332,True,4.13
Sol high,gpt,frontier,2,game,1,2,Agent_2,Agent_1,2.5,1.99,7.5,5.97,1.5,0.9,0.2,0.12000000000000001,True,3.4
Sol high,gpt,frontier,2,game,1,3,Agent_1,Agent_2,2.5,1.99,7.5,5.97,1.99,1.69,0.2653333333333333,0.22533333333333333,True,4.1899999999999995
Sol high,gpt,frontier,2,game,1,4,Agent_2,Agent_1,2.5,1.54,7.5,4.62,1.16,1.0,0.15466666666666665,0.13333333333333333,True,3.5
Sol high,gpt,frontier,2,game,1,5,Agent_1,Agent_2,2.5,2.21,7.5,6.63,2.21,2.0,0.2946666666666667,0.26666666666666666,True,4.5
Sol high,gpt,frontier,2,game,1,6,Agent_2,Agent_1,2.5,1.76,7.5,5.28,1.32,0.55,0.17600000000000002,0.07333333333333333,True,3.05
Sol high,gpt,frontier,2,game,1,7,Agent_1,Agent_2,2.5,1.6,7.5,4.800000000000001,1.6,0.69,0.21333333333333335,0.092,True,3.19
Sol high,gpt,frontier,2,game,1,8,Agent_2,Agent_1,1.5,1.18,4.5,3.54,0.89,0.2,0.19777777777777777,0.044444444444444446,True,3.7
Sol high,gpt,frontier,2,game,1,9,Agent_1,Agent_2,2.5,2.09,7.5,6.27,2.09,1.43,0.2786666666666667,0.19066666666666665,True,3.9299999999999997
Sol high,gpt,frontier,2,game,1,10,Agent_2,Agent_1,1.0,0.06,3.0,0.18,0.05,0.0,0.016666666666666666,0.0,True,4.0
Sol high,gpt,frontier,2,game,2,1,Agent_1,Agent_2,2.5,2.38,7.5,7.14,3.57,2.8,0.476,0.3733333333333333,False,5.3
Sol high,gpt,frontier,2,game,2,2,Agent_2,Agent_1,2.5,2.18,7.5,6.540000000000001,2.18,2.18,0.2906666666666667,0.2906666666666667,True,4.68
Sol high,gpt,frontier,2,game,2,3,Agent_1,Agent_2,3.0,2.15,9.0,6.449999999999999,3.23,3.11,0.35888888888888887,0.34555555555555556,False,5.109999999999999
Sol high,gpt,frontier,2,game,2,4,Agent_2,Agent_1,2.5,1.54,7.5,4.62,1.54,1.5,0.20533333333333334,0.2,True,4.0
Sol high,gpt,frontier,2,game,2,5,Agent_1,Agent_2,3.0,2.12,9.0,6.36,3.18,3.08,0.35333333333333333,0.3422222222222222,False,5.08
Sol high,gpt,frontier,2,game,2,6,Agent_2,Agent_1,2.5,1.67,7.5,5.01,1.67,0.86,0.22266666666666665,0.11466666666666667,True,3.36
Sol high,gpt,frontier,2,game,2,7,Agent_1,Agent_2,3.0,2.49,9.0,7.470000000000001,3.735,2.77,0.415,0.30777777777777776,True,4.77
Sol high,gpt,frontier,2,game,2,8,Agent_2,Agent_1,2.5,1.99,7.5,5.97,1.99,1.3,0.2653333333333333,0.17333333333333334,True,3.8
Sol high,gpt,frontier,2,game,2,9,Agent_1,Agent_2,3.0,2.37,9.0,7.11,3.555,3.38,0.395,0.37555555555555553,False,5.38
Sol high,gpt,frontier,2,game,2,10,Agent_2,Agent_1,2.5,1.92,7.5,5.76,1.92,1.4,0.256,0.18666666666666665,True,3.9
Sol high,gpt,frontier,2,game,3,1,Agent_1,Agent_2,3.0,2.01,9.0,6.029999999999999,2.01,1.88,0.2233333333333333,0.20888888888888887,True,3.88
Sol high,gpt,frontier,2,game,3,2,Agent_2,Agent_1,2.01,1.69,6.029999999999999,5.07,0.88,0.7,0.1459369817578773,0.11608623548922056,True,3.6900000000000004
Sol high,gpt,frontier,2,game,3,3,Agent_1,Agent_2,3.0,2.53,9.0,7.59,2.53,1.75,0.2811111111111111,0.19444444444444445,True,3.75
Sol high,gpt,frontier,2,game,3,4,Agent_2,Agent_1,2.53,1.71,7.59,5.13,0.92,0.82,0.12121212121212122,0.10803689064558629,True,3.29
Sol high,gpt,frontier,2,game,3,5,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,3,6,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,3,7,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,3,8,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,3,9,Agent_1,Agent_2,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,3,10,Agent_2,Agent_1,0.0,0.0,0.0,0.0,0.0,0.0,,,False,5.0
Sol high,gpt,frontier,2,game,4,1,Agent_1,Agent_2,5.0,4.42,15.0,13.26,6.63,5.81,0.442,0.3873333333333333,False,5.81
Sol high,gpt,frontier,2,game,4,2,Agent_2,Agent_1,5.0,4.54,15.0,13.620000000000001,6.58,6.42,0.43866666666666665,0.428,False,6.42
Sol high,gpt,frontier,2,game,4,3,Agent_1,Agent_2,5.0,4.14,15.0,12.419999999999998,6.21,5.3,0.414,0.35333333333333333,False,5.3
Sol high,gpt,frontier,2,game,4,4,Agent_2,Agent_1,5.0,4.76,15.0,14.28,7.02,6.78,0.46799999999999997,0.452,False,6.78
Sol high,gpt,frontier,2,game,4,5,Agent_1,Agent_2,5.0,4.45,15.0,13.350000000000001,6.68,6.64,0.4453333333333333,0.44266666666666665,False,6.64
Sol high,gpt,frontier,2,game,4,6,Agent_2,Agent_1,5.0,4.99,15.0,14.97,7.48,6.62,0.4986666666666667,0.44133333333333336,False,6.62
Sol high,gpt,frontier,2,game,4,7,Agent_1,Agent_2,5.0,4.59,15.0,13.77,6.89,6.88,0.4593333333333333,0.45866666666666667,False,6.88
Sol high,gpt,frontier,2,game,4,8,Agent_2,Agent_1,5.0,4.7,15.0,14.100000000000001,6.9,6.57,0.46,0.438,False,6.57
Sol high,gpt,frontier,2,game,4,9,Agent_1,Agent_2,5.0,4.18,15.0,12.54,6.27,5.65,0.418,0.3766666666666667,False,5.65
Sol high,gpt,frontier,2,game,4,10,Agent_2,Agent_1,5.0,4.31,15.0,12.93,8.275,7.97,0.5516666666666666,0.5313333333333333,False,7.97
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,1,Agent_1,Agent_2,5.0,4.62,15.0,13.86,6.93,6.02,0.46199999999999997,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,2,Agent_2,Agent_1,5.0,4.07,15.0,12.21,6.51,6.32,0.434,0.42133333333333334,False,6.32
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,3,Agent_1,Agent_2,5.0,4.47,15.0,13.41,6.71,6.2,0.4473333333333333,0.41333333333333333,False,6.2
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,4,Agent_2,Agent_1,5.0,4.81,15.0,14.43,7.22,6.85,0.48133333333333334,0.45666666666666667,False,6.85
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,5,Agent_1,Agent_2,5.0,4.61,15.0,13.830000000000002,6.92,6.62,0.4613333333333333,0.44133333333333336,False,6.62
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,6,Agent_2,Agent_1,5.0,4.88,15.0,14.64,7.32,7.2,0.48800000000000004,0.48000000000000004,False,7.2
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,7,Agent_1,Agent_2,5.0,4.52,15.0,13.559999999999999,6.78,6.23,0.452,0.4153333333333334,False,6.23
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,8,Agent_2,Agent_1,5.0,4.26,15.0,12.78,6.39,6.29,0.426,0.41933333333333334,False,6.29
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,9,Agent_1,Agent_2,5.0,4.78,15.0,14.34,7.17,7.14,0.478,0.476,False,7.14
Gemini 3.1 Pro,gemini,frontier,2,myth_game,0,10,Agent_2,Agent_1,5.0,4.53,15.0,13.59,6.8,6.6,0.4533333333333333,0.44,False,6.6
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,1,Agent_1,Agent_2,5.0,4.77,15.0,14.309999999999999,7.04,6.4,0.4693333333333333,0.4266666666666667,False,6.4
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,2,Agent_2,Agent_1,5.0,4.49,15.0,13.47,6.74,6.14,0.44933333333333336,0.4093333333333333,False,6.14
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,3,Agent_1,Agent_2,5.0,4.49,15.0,13.47,6.48,6.18,0.43200000000000005,0.412,False,6.18
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,4,Agent_2,Agent_1,5.0,4.04,15.0,12.120000000000001,6.06,5.9,0.40399999999999997,0.39333333333333337,False,5.9
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,5,Agent_1,Agent_2,5.0,4.71,15.0,14.129999999999999,6.92,6.71,0.4613333333333333,0.4473333333333333,False,6.71
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,6,Agent_2,Agent_1,5.0,4.26,15.0,12.78,6.39,5.62,0.426,0.37466666666666665,False,5.62
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,7,Agent_1,Agent_2,5.0,4.1,15.0,12.299999999999999,5.7,4.79,0.38,0.31933333333333336,True,4.79
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,8,Agent_2,Agent_1,5.0,4.68,15.0,14.04,7.02,6.33,0.46799999999999997,0.422,False,6.33
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,9,Agent_1,Agent_2,5.0,4.59,15.0,13.77,6.68,6.02,0.4453333333333333,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,2,myth_game,1,10,Agent_2,Agent_1,5.0,4.06,15.0,12.18,5.62,5.56,0.37466666666666665,0.37066666666666664,False,5.56
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,1,Agent_1,Agent_2,5.0,4.88,15.0,14.64,7.32,6.55,0.48800000000000004,0.43666666666666665,False,6.55
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,2,Agent_2,Agent_1,5.0,4.68,15.0,14.04,7.02,7.02,0.46799999999999997,0.46799999999999997,False,7.02
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,3,Agent_1,Agent_2,5.0,4.15,15.0,12.450000000000001,6.23,6.11,0.4153333333333334,0.4073333333333334,False,6.11
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,4,Agent_2,Agent_1,5.0,4.04,15.0,12.120000000000001,6.06,6.02,0.40399999999999997,0.4013333333333333,False,6.02
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,5,Agent_1,Agent_2,5.0,4.12,15.0,12.36,6.18,6.08,0.412,0.4053333333333333,False,6.08
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,6,Agent_2,Agent_1,5.0,4.17,15.0,12.51,6.255,5.45,0.417,0.36333333333333334,False,5.45
Gemini 3.1 Pro,gemini,frontier,2,myth_game,2,7,Agent_1,Agent_2,5.0,4.49,15.0,13.47,6.74,5.77,0.44933333333333336,0.38466666666666666,False,5.77
